Store,Product Type,Brand,Product Name,Price,Features,Specification,Reviewer Name,Review Date,Rating,Reviewer Comment
Jumia Nigeria,Phones,Samsung,"Samsung Galaxy S8 5.8-Inch ( 2 Sim )QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone DUAL Sim - Midnight Black",250000,"Screen: 5.8-Inch QHDMemory: 4GB RAM, 64GB ROMCPU: Octa-core (2.3GHz Quad + 1.7GHz Quad)Operating System: Android Camera: 12MP Rear, 8MP FrontBattery: 3000mAhSIM: Dual SIMNetwork: LTE",SKU: SA948MP1KZ4GINAFAMZProduct Line: Kelly mobileModel: S8Weight (kg): 0.5Color: Black,Emmanuel,08-11-2024,5 out of 5,Love it it was exactly as advertised and was cool
Jumia Nigeria,Phones,Samsung,"Samsung Galaxy S8 5.8-Inch ( 2 Sim )QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone DUAL Sim - Midnight Black",250000,"Screen: 5.8-Inch QHDMemory: 4GB RAM, 64GB ROMCPU: Octa-core (2.3GHz Quad + 1.7GHz Quad)Operating System: Android Camera: 12MP Rear, 8MP FrontBattery: 3000mAhSIM: Dual SIMNetwork: LTE",SKU: SA948MP1KZ4GINAFAMZProduct Line: Kelly mobileModel: S8Weight (kg): 0.5Color: Black,Ibegbu,24-03-2022,5 out of 5,nice Nice product
Jumia Nigeria,Phones,Samsung,"Samsung Galaxy S8 5.8-Inch ( 2 Sim )QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone DUAL Sim - Midnight Black",250000,"Screen: 5.8-Inch QHDMemory: 4GB RAM, 64GB ROMCPU: Octa-core (2.3GHz Quad + 1.7GHz Quad)Operating System: Android Camera: 12MP Rear, 8MP FrontBattery: 3000mAhSIM: Dual SIMNetwork: LTE",SKU: SA948MP1KZ4GINAFAMZProduct Line: Kelly mobileModel: S8Weight (kg): 0.5Color: Black,Engr Bekee,04-01-2022,5 out of 5,"I like It The Features are fucking amazing , Samsung S series remains the best no cap"
