reviewer_name,reviewer_header_comment,reviewer_detail_comment,review_date,product_star,product_name,brand,price,features,specification
Julian Iluobe,"Bad phone, it keeps failing network",The phone keeps failing network and won’t load phonebook,07-11-2023,1 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Ibrahim,I Iike it make sense,Everything is cool,06-11-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Edwin,I don't like it,It is not having opera mini application,03-11-2023,2 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Onyejekwe,nice,Exactly what I ordered,26-10-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Tasiu,I like it,"I like it ,working fine and it is really what I order",16-10-2023,4 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
John Rose,Rating,"The potability,you will barely know you holding something in your hand.",05-10-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Nasir,I love it,It's work more than the expectation,03-10-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Suzan Dikachi,It’s ok,My mom likes it,11-09-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Comfort,feed back,The battery is not strong enough as in its doesn't last long.,08-09-2023,4 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Chiagoziem,Works well,Product works well,23-08-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Edet,mr,It's very good ????,07-08-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Olanipekun,Good phone for the price,Good phone for that price,28-07-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
olom,I like it,fantastic,17-07-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
EZEKIEL,It good,"It meets my need, its highly recommended.",05-07-2023,4 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Maureen,very good,very affordable. my mum likes how stylish and simple it is,03-07-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Udoh,It's okay for the price,"Sound issues , try and work on the mouthpiece",27-06-2023,3 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Yewande David,Itel phone,I love it,15-05-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Darliweb,not bad,Not bad,01-05-2023,4 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Oluwasegun Emmanuel,Perfect and nice,It's clean and nice,25-04-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Hafiz,Good,It like it,07-04-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
TUNDE,Good Product.,Good product. Good value for the money. Worth recommending.,06-04-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Fahad,I like it,I like it,27-03-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
lucky,Good for the price,It's ok..,03-03-2023,4 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
FrazerWire,I like it,It's awesome I get what I expect,02-03-2023,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Zaname,it is ok,Phone is fair,27-01-2023,3 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Adewale,I don't like it,It's wasn't what I expected,02-12-2022,2 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Kelly,I love it,Very good,28-11-2022,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Kefas,I like it,"It very ok,, I like it",23-11-2022,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Sodiq,I love it,Very good. Exactly what I wanted.,24-10-2022,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
Daniel,Satisfied,Exactly what I thought it to be..,18-04-2022,5 out of 5,itel 2163 Wireless FM Torchlight Dual SIM - Black,,12990,Wireless FMDual SIMBright TorchMicro USB Charging Port1000mAh Battery with Super Battery modeExpandable memory upto 32GBLoud Speaker,SKU: IT724MP03EW9KNAFAMZProduct Line: Bafur StoreModel: 2163 TorchlightWeight (kg): 0.1Color: BlackMain Material: N/AProduct Type: Cellphones
